classifier,dataset,cv-procedure,p,Lustgarten,Nogueira,Jaccard,#features_mean,#features_min,#features_max,acc_train,acc_test,execution_time
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,1)",1,0.8625,0.8248,0.71,14.5,12,18,0.7953,0.6736,0.7454
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,2)",2,0.8395,0.7914,0.6595,14.3667,11,17,0.7923,0.6681,0.6922
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,3)",3,0.7862,0.7411,0.5954,14.4,11,18,0.7903,0.6736,0.6806
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,4)",4,0.7814,0.7321,0.5873,13.3667,10,17,0.79,0.6792,0.7466
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,5)",5,0.7556,0.7133,0.5613,14.1333,11,17,0.7913,0.7,0.7155
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,6)",6,0.7544,0.6939,0.5372,14.2667,11,19,0.7927,0.7056,0.7423
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,7)",7,0.7271,0.6693,0.5095,14.1667,10,18,0.793,0.6847,0.73
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,8)",8,0.7043,0.6571,0.4984,14.2667,11,18,0.7877,0.6958,0.7093
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,9)",9,0.6902,0.6338,0.469,14.8333,10,21,0.791,0.7028,0.7976
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,10)",10,0.6848,0.6374,0.4779,14.4333,10,18,0.7977,0.6986,0.7689
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,12)",12,0.6569,0.6052,0.4397,14.037,10,18,0.8004,0.713,0.7506
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,14)",14,0.5994,0.5407,0.3774,14.5833,11,19,0.8021,0.7031,0.6887
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,16)",16,0.5881,0.5428,0.378,13.5714,10,17,0.7848,0.6964,0.718
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,18)",18,0.5962,0.5456,0.3848,13.3889,9,16,0.7889,0.706,0.7463
2_CPL_C08 (GenetClassifier(C=0.8)),Prostate,"trains-p-diff(100,20)",20,0.5754,0.5151,0.3522,12.8333,10,18,0.7822,0.6968,0.6834
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,1)",1,0.8851,0.8436,0.7406,25.1333,17,32,0.8625,0.8783,6.3929
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,2)",2,0.841,0.803,0.6823,24.3667,19,29,0.8644,0.8667,6.281
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,3)",3,0.8057,0.7674,0.6299,23.9333,18,29,0.865,0.8638,7.0798
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,4)",4,0.7879,0.7468,0.6027,23.4667,18,30,0.8633,0.8623,6.5334
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,5)",5,0.7294,0.696,0.5468,23.9333,18,28,0.8653,0.8493,5.764
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,6)",6,0.7064,0.6704,0.5107,23.7667,17,29,0.8672,0.8464,5.6929
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,7)",7,0.6821,0.6526,0.4914,23.1667,15,27,0.8669,0.8377,5.0395
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,8)",8,0.6884,0.6548,0.493,24.4667,19,31,0.8692,0.8348,5.3952
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,9)",9,0.6403,0.5949,0.4272,23.6333,17,30,0.8667,0.842,5.1953
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,10)",10,0.6135,0.5615,0.3941,23.5667,17,30,0.8661,0.8464,5.0355
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,12)",12,0.5948,0.5588,0.3942,23.9,19,29,0.8653,0.8551,5.1817
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,14)",14,0.5847,0.5377,0.3728,23.6667,14,31,0.8642,0.8567,5.2897
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,16)",16,0.5262,0.4866,0.324,23.7917,17,29,0.8674,0.8514,5.2989
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,18)",18,0.5133,0.4779,0.3172,24.0476,18,28,0.8639,0.8675,5.5669
2_CPL_C08 (GenetClassifier(C=0.8)),Renal,"trains-p-diff(120,20)",20,0.4843,0.4442,0.2899,23.8095,19,33,0.8635,0.8696,5.2521
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,1)",1,0.9453,0.9256,0.8773,13.4667,11,16,0.9271,0.9101,1.7006
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,2)",2,0.7154,0.6786,0.549,13.5333,11,17,0.925,0.8971,1.6794
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,3)",3,0.6762,0.6281,0.4755,13.6333,10,19,0.9275,0.9014,1.6975
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,4)",4,0.736,0.6936,0.5505,14.0,10,17,0.9254,0.8899,1.7346
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,5)",5,0.6283,0.5869,0.4287,13.6667,10,17,0.9275,0.8913,1.7649
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,6)",6,0.6212,0.564,0.4062,13.8333,9,21,0.9279,0.8942,1.7273
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,7)",7,0.6043,0.5534,0.3947,14.2667,10,18,0.9283,0.8884,1.7516
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,8)",8,0.5445,0.4959,0.3423,14.5333,9,18,0.9296,0.8957,1.6759
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,9)",9,0.5094,0.475,0.3202,14.5556,11,18,0.9269,0.9002,1.7438
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,10)",10,0.5019,0.4574,0.306,14.5185,12,20,0.9236,0.9018,1.6983
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,12)",12,0.4851,0.4472,0.2964,14.1905,11,19,0.9202,0.9379,1.7361
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,14)",14,0.451,0.4124,0.2641,14.1111,10,17,0.925,0.9058,1.661
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,16)",16,0.4645,0.4277,0.2779,14.0,10,17,0.9201,0.9106,1.6109
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,18)",18,0.4722,0.4262,0.2725,14.4667,10,18,0.9217,0.9014,1.5981
2_CPL_C08 (GenetClassifier(C=0.8)),Throat,"trains-p-diff(80,20)",20,0.4462,0.395,0.2519,14.2667,10,20,0.9133,0.8928,1.7278
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,1)",1,0.8604,0.844,0.7422,43.6333,39,50,0.9438,0.8851,20.301
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,2)",2,0.8552,0.827,0.7111,44.6667,36,52,0.9447,0.8966,23.6836
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,3)",3,0.8114,0.7874,0.6553,44.3,35,52,0.9449,0.8885,23.4014
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,4)",4,0.7702,0.7477,0.6018,44.4,38,51,0.9438,0.8931,22.3716
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,5)",5,0.7684,0.7413,0.5909,44.9333,38,51,0.944,0.9115,22.1997
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,6)",6,0.7597,0.7324,0.5803,44.8,37,52,0.9455,0.9368,20.974
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,7)",7,0.757,0.7288,0.576,45.3667,38,51,0.9471,0.9345,20.6172
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,8)",8,0.734,0.7135,0.5597,43.5667,39,48,0.9458,0.9379,20.0856
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,9)",9,0.7417,0.7155,0.5607,43.1,37,48,0.9467,0.9322,21.3075
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,10)",10,0.7145,0.6859,0.5245,43.3,35,49,0.9468,0.9253,21.2398
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,12)",12,0.7038,0.68,0.5188,42.6333,36,47,0.946,0.9264,21.1431
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,14)",14,0.6957,0.6607,0.4964,42.9,34,52,0.9455,0.9356,20.4613
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,16)",16,0.6538,0.6311,0.4646,42.5,36,49,0.9458,0.9241,21.2268
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,18)",18,0.6519,0.6238,0.456,42.2333,36,50,0.9469,0.9184,21.7485
3_CPL_C092 (GenetClassifier(C=0.92)),Breast,"trains-p-diff(260,20)",20,0.6536,0.6221,0.4553,41.6,35,47,0.9483,0.9218,21.6076
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,1)",1,0.9728,0.9635,0.9338,19.0,16,21,1.0,1.0,4.5554
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,2)",2,0.8493,0.8271,0.7367,18.1667,14,21,1.0,0.9972,4.388
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,3)",3,0.8507,0.8231,0.7333,18.6,15,22,1.0,1.0,4.6656
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,4)",4,0.8295,0.8103,0.7027,19.6667,16,22,1.0,0.9986,4.2828
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,5)",5,0.8055,0.7843,0.6639,19.6333,13,21,1.0,0.9986,4.5826
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,6)",6,0.8364,0.8191,0.718,19.9667,18,22,1.0,1.0,4.6301
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,7)",7,0.7978,0.7726,0.6556,19.8333,16,22,1.0,0.9986,4.8117
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,8)",8,0.7431,0.7109,0.5693,19.2333,15,22,1.0,0.9972,5.0076
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,9)",9,0.6992,0.6672,0.5137,18.9667,16,22,1.0,0.9972,4.2229
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,10)",10,0.7151,0.6735,0.5202,19.3333,13,24,1.0,0.9986,4.0284
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,12)",12,0.6816,0.641,0.4825,19.7,15,25,1.0,0.9972,4.2153
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,14)",14,0.6247,0.5959,0.4345,19.3,16,23,1.0,0.9972,3.875
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,16)",16,0.6477,0.6137,0.4533,19.0,16,23,1.0,0.9958,4.0388
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,18)",18,0.6442,0.6072,0.4484,18.8667,15,24,1.0,0.9958,3.9898
3_CPL_C092 (GenetClassifier(C=0.92)),Colorectal,"trains-p-diff(170,20)",20,0.632,0.5946,0.4324,19.4444,16,24,1.0,0.9954,4.2361
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,1)",1,0.9043,0.889,0.8207,19.7,16,21,1.0,1.0,2.5011
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,2)",2,0.8912,0.8643,0.7724,19.3667,15,22,1.0,1.0,2.3687
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,3)",3,0.7812,0.7538,0.6236,19.5,15,24,1.0,0.9984,2.3874
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,4)",4,0.8262,0.8025,0.6878,19.9,17,23,1.0,1.0,2.3478
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,5)",5,0.713,0.6771,0.5242,19.2333,13,23,1.0,0.9968,2.3749
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,6)",6,0.7112,0.6713,0.5177,18.5,15,23,1.0,0.9952,2.4079
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,7)",7,0.686,0.6568,0.5,18.2667,14,21,1.0,0.9984,2.43
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,8)",8,0.6763,0.647,0.4891,18.7,16,22,1.0,0.9968,2.4737
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,9)",9,0.6435,0.6154,0.4534,18.2222,15,21,1.0,0.9982,2.5518
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,10)",10,0.653,0.6195,0.4642,18.5185,14,24,1.0,0.9982,2.5642
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,12)",12,0.5997,0.5711,0.4119,19.1429,16,22,1.0,0.9955,2.4969
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,14)",14,0.6205,0.5809,0.4183,18.3889,14,22,1.0,0.9974,2.6922
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,16)",16,0.5808,0.5569,0.3941,18.5556,16,21,1.0,0.9974,2.2754
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,18)",18,0.5585,0.5251,0.3682,17.9333,15,20,1.0,0.9937,2.3682
3_CPL_C092 (GenetClassifier(C=0.92)),Leukemia,"trains-p-diff(80,20)",20,0.5519,0.5228,0.3598,19.8,17,23,1.0,1.0,2.2171
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,1)",1,0.9215,0.8997,0.8333,20.3333,17,23,0.9667,0.9373,8.4212
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,2)",2,0.777,0.7458,0.6275,20.4333,16,24,0.9664,0.9333,8.8086
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,3)",3,0.7392,0.7068,0.5799,20.9333,15,26,0.9629,0.9547,8.4299
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,4)",4,0.7616,0.7272,0.5959,20.5333,15,24,0.9624,0.956,9.3002
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,5)",5,0.7518,0.7197,0.5808,20.6,17,24,0.9638,0.9587,8.9205
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,6)",6,0.679,0.6517,0.5076,20.1333,16,24,0.9636,0.9547,7.9401
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,7)",7,0.7384,0.7041,0.5523,20.7,17,24,0.961,0.9533,8.1077
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,8)",8,0.6556,0.6261,0.4702,19.9333,16,24,0.9645,0.9347,7.57
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,9)",9,0.6191,0.584,0.4213,20.9333,16,26,0.9648,0.94,7.6357
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,10)",10,0.5999,0.5694,0.4119,20.1667,17,24,0.965,0.9333,7.717
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,12)",12,0.5781,0.5416,0.3796,19.7,14,25,0.9648,0.948,7.7158
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,14)",14,0.5879,0.5481,0.3874,19.8667,16,25,0.9652,0.9453,7.2688
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,16)",16,0.5486,0.5262,0.3684,20.4074,18,25,0.9659,0.9437,7.2804
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,18)",18,0.4927,0.4646,0.3108,19.3333,14,23,0.9655,0.9417,7.2747
3_CPL_C092 (GenetClassifier(C=0.92)),Liver,"trains-p-diff(140,20)",20,0.4916,0.4612,0.3062,20.3333,17,24,0.9667,0.9417,7.0656
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,1)",1,0.7385,0.7281,0.5868,53.3333,48,59,0.9617,0.6417,3.2348
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,2)",2,0.6635,0.6472,0.4865,54.2667,45,62,0.9587,0.65,3.3897
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,3)",3,0.5833,0.5685,0.4019,56.9667,49,64,0.9663,0.6847,3.4705
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,4)",4,0.5654,0.5522,0.3853,55.0,49,62,0.9633,0.6722,3.3173
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,5)",5,0.5251,0.5167,0.3524,56.2333,50,62,0.9637,0.6514,3.5185
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,6)",6,0.5169,0.5025,0.3399,56.7667,50,65,0.9687,0.6667,3.5164
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,7)",7,0.491,0.4751,0.3145,56.0667,47,64,0.971,0.6417,3.5288
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,8)",8,0.4567,0.446,0.291,56.3333,51,63,0.9683,0.6639,3.5622
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,9)",9,0.446,0.4314,0.2777,57.9,49,66,0.9713,0.6556,3.5311
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,10)",10,0.4418,0.4259,0.274,57.7667,51,69,0.973,0.6722,3.7578
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,12)",12,0.4042,0.3914,0.2463,57.4444,49,64,0.9719,0.6466,3.589
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,14)",14,0.3836,0.3698,0.2296,57.4583,49,65,0.9721,0.6667,3.657
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,16)",16,0.3378,0.3242,0.1965,58.7143,50,68,0.9714,0.631,3.6222
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,18)",18,0.3198,0.3033,0.1816,56.8889,46,65,0.9717,0.6736,3.6564
3_CPL_C092 (GenetClassifier(C=0.92)),Prostate,"trains-p-diff(100,20)",20,0.2775,0.2678,0.1574,58.5,51,66,0.9733,0.6481,3.9287
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,1)",1,0.8076,0.791,0.678,44.4333,35,54,0.9319,0.8696,16.1779
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,2)",2,0.6946,0.678,0.5302,44.1667,33,54,0.9314,0.8565,16.1157
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,3)",3,0.6213,0.6062,0.4436,45.2333,36,54,0.9311,0.8638,16.5464
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,4)",4,0.6213,0.6027,0.4404,45.2667,32,53,0.9375,0.871,15.7106
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,5)",5,0.5891,0.5695,0.4034,45.7667,34,54,0.9325,0.8594,15.9861
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,6)",6,0.529,0.5073,0.3456,45.8667,32,54,0.9331,0.8522,15.6549
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,7)",7,0.5046,0.4852,0.3242,45.0667,34,52,0.9339,0.8406,16.043
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,8)",8,0.4994,0.4761,0.3174,45.8,36,54,0.9283,0.842,15.617
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,9)",9,0.4779,0.4571,0.3008,46.1333,35,58,0.93,0.858,15.9015
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,10)",10,0.4716,0.4534,0.298,46.3,39,55,0.9258,0.8449,15.4492
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,12)",12,0.423,0.4065,0.2577,48.0,38,55,0.9303,0.8565,17.5895
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,14)",14,0.4254,0.4044,0.2564,47.5185,38,57,0.9284,0.8631,17.3259
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,16)",16,0.3975,0.3722,0.2306,46.75,34,56,0.9267,0.8533,17.393
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,18)",18,0.3315,0.3143,0.1874,48.0952,39,56,0.9238,0.8696,17.773
3_CPL_C092 (GenetClassifier(C=0.92)),Renal,"trains-p-diff(120,20)",20,0.3354,0.3162,0.1887,47.5238,38,55,0.9278,0.8758,17.5983
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,1)",1,0.9206,0.9108,0.8555,23.0333,21,26,0.9758,0.871,3.3582
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,2)",2,0.7135,0.6937,0.564,23.4,21,29,0.98,0.8623,3.789
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,3)",3,0.6529,0.6315,0.4786,22.4,20,27,0.9767,0.8739,3.6777
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,4)",4,0.6303,0.6036,0.4447,23.0,19,29,0.9792,0.8797,3.366
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,5)",5,0.5467,0.5268,0.3735,22.4333,16,26,0.9817,0.8725,3.3716
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,6)",6,0.5343,0.5084,0.3499,22.4,18,28,0.9825,0.8652,3.5613
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,7)",7,0.5304,0.5103,0.35,23.3333,20,26,0.9813,0.8725,3.4035
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,8)",8,0.4948,0.4667,0.3142,22.5333,18,27,0.9754,0.8884,3.5839
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,9)",9,0.4682,0.4403,0.2889,22.0,17,27,0.9782,0.8921,3.4654
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,10)",10,0.454,0.4234,0.2768,23.0,18,27,0.981,0.8953,3.589
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,12)",12,0.3979,0.3801,0.2377,23.4286,21,26,0.978,0.9358,3.567
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,14)",14,0.376,0.3573,0.2228,22.8333,19,27,0.9785,0.901,3.5213
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,16)",16,0.3783,0.3561,0.222,22.8333,19,27,0.9819,0.9227,3.5848
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,18)",18,0.3197,0.3023,0.1792,22.7333,18,28,0.9825,0.9072,3.5988
3_CPL_C092 (GenetClassifier(C=0.92)),Throat,"trains-p-diff(80,20)",20,0.3162,0.2963,0.1757,23.6,21,28,0.9775,0.9043,3.8432
