classifier,dataset,cv-procedure,p,Lustgarten,Nogueira,Jaccard,#features_mean,#features_min,#features_max,acc_train,acc_test,execution_time
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,16)",16,0.7925,0.7625,0.6305,20.2,18,24,1.0,1.0,0.6212
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,18)",18,0.7895,0.7553,0.6195,19.8,17,23,1.0,1.0,0.633
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,20)",20,0.7627,0.7211,0.571,20.0,14,23,1.0,1.0,0.6539
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,1)",1,0.9317,0.9054,0.8319,23.6,18,26,1.0,1.0,0.6206
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,2)",2,0.9299,0.9054,0.8296,23.5667,21,27,1.0,1.0,0.5696
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,3)",3,0.911,0.8814,0.7947,24.0333,21,27,1.0,1.0,0.5575
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,4)",4,0.8859,0.8541,0.7531,23.6667,20,28,1.0,1.0,0.548
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,5)",5,0.8431,0.8076,0.6864,23.8,20,29,1.0,0.9984,0.5912
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,6)",6,0.8426,0.8123,0.6936,24.7333,22,28,1.0,1.0,0.5969
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,7)",7,0.8334,0.8014,0.6773,24.4,21,28,1.0,1.0,0.5495
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,8)",8,0.8365,0.8067,0.6842,25.2667,22,29,1.0,1.0,0.5487
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,9)",9,0.7808,0.7535,0.6128,25.4074,22,29,1.0,1.0,0.5675
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,10)",10,0.7931,0.7487,0.6022,25.7778,19,31,1.0,0.9982,0.5754
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,12)",12,0.7435,0.7024,0.5471,25.8095,20,33,1.0,1.0,0.5491
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,14)",14,0.7596,0.7323,0.5819,25.6111,21,29,1.0,1.0,0.5527
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,16)",16,0.7867,0.736,0.5837,25.6667,19,30,1.0,1.0,0.5779
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,18)",18,0.689,0.6525,0.4866,25.5333,21,30,1.0,1.0,0.5521
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,20)",20,0.7616,0.712,0.5537,25.6667,22,30,1.0,1.0,0.5578
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,1)",1,0.8787,0.8568,0.7721,58.7667,52,67,1.0,0.9373,0.9157
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,2)",2,0.7679,0.7483,0.6211,59.6,54,68,1.0,0.936,0.9481
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,3)",3,0.7906,0.7677,0.6421,59.1333,46,71,1.0,0.964,0.9898
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,4)",4,0.7705,0.7414,0.6148,57.4,42,65,1.0,0.9613,0.979
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,5)",5,0.769,0.751,0.6285,57.7667,45,64,1.0,0.964,0.9053
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,6)",6,0.7142,0.6872,0.5403,56.1,39,64,1.0,0.9587,1.0619
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,7)",7,0.7396,0.7139,0.5699,57.3667,51,68,1.0,0.9613,0.915
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,8)",8,0.6274,0.6044,0.4479,57.2333,42,67,1.0,0.9467,0.8859
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,9)",9,0.6081,0.5824,0.418,55.3,36,66,1.0,0.944,0.8908
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,10)",10,0.6203,0.5862,0.4199,55.3,33,71,1.0,0.936,0.8888
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,12)",12,0.5713,0.5412,0.3788,54.3,43,64,1.0,0.956,0.9021
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,14)",14,0.535,0.5132,0.3554,54.2667,44,63,1.0,0.9413,1.0117
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,16)",16,0.5145,0.4931,0.3342,54.3333,44,63,1.0,0.9422,0.9577
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,18)",18,0.5124,0.4779,0.3183,52.2083,33,66,1.0,0.94,0.9117
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,20)",20,0.4942,0.4663,0.3088,54.4583,40,65,1.0,0.9417,0.8951
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,1)",1,0.8415,0.8195,0.7042,64.2333,56,71,1.0,0.6167,0.3599
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,2)",2,0.7741,0.7558,0.6178,62.2333,54,70,1.0,0.6222,0.3277
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,3)",3,0.6923,0.6749,0.5166,63.5333,53,74,1.0,0.6264,0.3335
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,4)",4,0.6655,0.6457,0.4811,62.2333,54,71,1.0,0.6139,0.316
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,5)",5,0.6498,0.6342,0.4705,63.5,56,73,1.0,0.6236,0.3225
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,6)",6,0.5981,0.5809,0.4152,62.2,53,74,1.0,0.6542,0.3327
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,7)",7,0.5888,0.5744,0.4072,62.8,55,71,1.0,0.65,0.3225
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,8)",8,0.5524,0.5386,0.372,63.4,53,68,1.0,0.6472,0.3274
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,9)",9,0.5104,0.4967,0.334,65.0333,57,75,1.0,0.65,0.3635
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,10)",10,0.5046,0.4878,0.3256,66.4,56,75,1.0,0.6514,0.3393
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,12)",12,0.4653,0.4477,0.2918,65.2963,56,75,1.0,0.6096,0.3444
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,14)",14,0.4404,0.4247,0.2731,63.75,52,72,1.0,0.6493,0.3546
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,16)",16,0.4136,0.3978,0.2512,64.1429,54,74,1.0,0.629,0.3372
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,18)",18,0.3887,0.3753,0.2348,64.6111,55,74,1.0,0.6435,0.3382
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,20)",20,0.3872,0.3693,0.2293,66.1667,56,73,1.0,0.6134,0.3713
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,1)",1,0.8352,0.8197,0.7068,71.0667,65,78,1.0,0.8261,1.0148
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,2)",2,0.7231,0.7021,0.5573,70.7,63,85,1.0,0.8304,0.893
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,3)",3,0.6769,0.6562,0.4974,72.4333,65,82,1.0,0.8217,0.898
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,4)",4,0.6741,0.6531,0.4985,71.6333,57,80,1.0,0.813,0.9109
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,5)",5,0.6593,0.6412,0.4786,73.4667,66,85,1.0,0.8261,0.9634
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,6)",6,0.6261,0.6088,0.4461,70.8333,60,87,1.0,0.8116,0.8825
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,7)",7,0.5856,0.5664,0.4027,69.7667,59,79,1.0,0.7986,0.9744
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,8)",8,0.5683,0.5471,0.3815,71.9333,63,86,1.0,0.8072,0.9695
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,9)",9,0.541,0.5228,0.3584,72.6667,59,84,1.0,0.8203,0.979
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,10)",10,0.5267,0.5093,0.346,71.1333,62,80,1.0,0.8058,0.9929
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,12)",12,0.4664,0.4475,0.2904,71.4667,59,83,1.0,0.8145,0.9766
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,14)",14,0.4322,0.4168,0.2662,72.963,63,86,1.0,0.8084,0.966
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,16)",16,0.4175,0.4016,0.2543,71.0417,59,77,1.0,0.8098,0.9277
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,18)",18,0.3937,0.378,0.2342,71.4286,61,83,1.0,0.8219,0.8922
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,20)",20,0.3665,0.3543,0.2178,72.5714,62,80,1.0,0.8282,1.0068
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,1)",1,0.9236,0.9073,0.8499,35.5333,28,40,1.0,0.8826,0.6873
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,2)",2,0.7185,0.6937,0.5475,34.2333,29,40,1.0,0.8754,0.6772
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,3)",3,0.7181,0.681,0.5251,33.3,28,41,1.0,0.8783,0.6892
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,4)",4,0.6804,0.6477,0.4926,34.6333,28,42,1.0,0.8812,0.6708
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,5)",5,0.5826,0.5554,0.3972,33.9667,26,40,1.0,0.8638,0.68
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,6)",6,0.5845,0.5532,0.3894,33.9667,27,43,1.0,0.8623,0.7213
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,7)",7,0.5703,0.5353,0.374,33.4,26,43,1.0,0.8739,0.7179
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,8)",8,0.5036,0.4756,0.321,34.2667,28,47,1.0,0.8739,0.7893
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,9)",9,0.4753,0.4519,0.2987,34.5556,27,40,1.0,0.8792,0.7668
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,10)",10,0.4693,0.4486,0.2968,34.3704,27,42,1.0,0.8905,0.726
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,12)",12,0.401,0.3743,0.2345,35.0476,29,41,1.0,0.9213,0.8074
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,14)",14,0.3598,0.3444,0.2131,35.1667,31,41,1.0,0.9058,0.7715
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,16)",16,0.3506,0.3352,0.2045,33.7778,26,37,1.0,0.8986,0.7282
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,18)",18,0.333,0.3073,0.1857,34.8667,27,40,1.0,0.8957,0.7395
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,20)",20,0.3346,0.3097,0.1866,35.1333,29,46,1.0,0.9072,0.7907
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,1)",1,0.8961,0.8909,0.81,150.4667,134,163,1.0,0.8954,1.6248
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,2)",2,0.8678,0.8612,0.7687,154.2333,141,166,1.0,0.8977,1.5795
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,3)",3,0.8374,0.8292,0.7175,153.5667,140,167,1.0,0.8977,1.5738
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,4)",4,0.7819,0.7742,0.6406,154.5,141,166,1.0,0.9011,1.6414
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,5)",5,0.778,0.7714,0.6358,156.4333,142,164,1.0,0.9138,1.6885
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,6)",6,0.7722,0.7622,0.6246,160.6333,150,174,1.0,0.931,1.7366
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,7)",7,0.7598,0.7459,0.6013,159.6667,146,172,1.0,0.9276,1.6575
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,8)",8,0.7779,0.7651,0.6264,158.9333,141,175,1.0,0.9149,1.6327
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,9)",9,0.7207,0.7032,0.5485,159.3333,141,173,1.0,0.9115,1.6956
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,10)",10,0.6916,0.6756,0.5163,158.8667,138,174,1.0,0.9057,1.6643
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,12)",12,0.6793,0.6699,0.5083,158.8,145,172,1.0,0.9034,1.6663
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,14)",14,0.656,0.6431,0.4794,159.2,146,172,1.0,0.9115,1.9023
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,16)",16,0.6204,0.6058,0.4381,158.1333,141,171,1.0,0.9069,1.7613
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,18)",18,0.6131,0.5996,0.4322,158.9333,141,170,1.0,0.9092,1.8555
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,20)",20,0.5962,0.5816,0.4154,154.6333,140,171,1.0,0.892,1.7559
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,1)",1,0.9179,0.869,0.7731,23.9,18,32,1.0,1.0,0.7208
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,2)",2,0.8554,0.8169,0.7001,23.8,20,30,1.0,0.9986,0.7307
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,3)",3,0.8643,0.8331,0.7235,24.5,21,31,1.0,1.0,0.6754
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,4)",4,0.8724,0.8272,0.7182,23.8333,19,29,1.0,1.0,0.737
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,5)",5,0.8458,0.798,0.677,23.5,18,30,1.0,1.0,0.6617
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,6)",6,0.8623,0.8237,0.7101,24.2,20,31,1.0,1.0,0.686
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,7)",7,0.8365,0.7945,0.6664,23.7667,20,29,1.0,1.0,0.686
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,8)",8,0.8103,0.7691,0.6338,23.5,20,31,1.0,0.9986,0.7263
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,9)",9,0.8138,0.7683,0.6353,23.7667,19,32,1.0,1.0,0.6774
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,10)",10,0.7923,0.7534,0.6149,23.4667,20,28,1.0,0.9986,0.6697
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,12)",12,0.7717,0.7326,0.5875,23.6667,21,28,1.0,1.0,0.7297
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,14)",14,0.7572,0.7208,0.5736,23.3667,19,29,1.0,0.9986,0.6721
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,16)",16,0.7841,0.7387,0.6002,23.0333,18,27,1.0,1.0,0.7176
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,18)",18,0.7507,0.713,0.5652,22.9667,19,27,1.0,1.0,0.6484
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,20)",20,0.7457,0.7008,0.5548,23.7407,20,32,1.0,1.0,0.6826
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,1)",1,0.9175,0.8898,0.8063,28.3333,23,33,1.0,1.0,0.5668
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,2)",2,0.9288,0.9054,0.831,28.3,24,33,1.0,1.0,0.5747
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,3)",3,0.8897,0.8615,0.7618,28.6667,25,34,1.0,1.0,0.5918
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,4)",4,0.8588,0.8348,0.7231,28.0333,24,32,1.0,1.0,0.5409
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,5)",5,0.8334,0.8023,0.6778,28.2667,23,33,1.0,0.9984,0.5459
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,6)",6,0.825,0.7938,0.6659,28.7667,25,33,1.0,1.0,0.5699
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,7)",7,0.8203,0.7911,0.6608,27.8333,24,33,1.0,1.0,0.5645
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,8)",8,0.8188,0.7885,0.6566,28.1667,23,33,1.0,1.0,0.5844
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,9)",9,0.7712,0.7433,0.5976,29.7037,26,33,1.0,1.0,0.5941
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,10)",10,0.7687,0.7377,0.5892,28.963,22,33,1.0,0.9982,0.5691
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,12)",12,0.7597,0.7036,0.5475,28.381,19,34,1.0,1.0,0.5429
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,14)",14,0.7877,0.7561,0.6118,29.9444,26,34,1.0,1.0,0.6964
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,16)",16,0.7566,0.7152,0.5606,28.8889,24,33,1.0,1.0,0.6529
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,18)",18,0.7051,0.6771,0.5149,29.8667,27,34,1.0,1.0,0.5351
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,20)",20,0.7212,0.6917,0.5318,29.0667,25,32,1.0,1.0,0.5927
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,1)",1,0.878,0.8577,0.7717,70.8,63,80,1.0,0.9387,1.0874
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,2)",2,0.7711,0.7519,0.6257,70.2667,64,78,1.0,0.9373,1.0441
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,3)",3,0.7964,0.7767,0.6546,69.6,56,79,1.0,0.9627,1.1058
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,4)",4,0.7827,0.7444,0.6173,68.0,54,78,1.0,0.96,1.3107
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,5)",5,0.78,0.7599,0.6373,68.0333,53,79,1.0,0.9627,1.2425
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,6)",6,0.714,0.6921,0.5444,67.0667,49,76,1.0,0.956,1.0422
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,7)",7,0.7515,0.7262,0.5861,68.8333,57,80,1.0,0.956,0.993
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,8)",8,0.6358,0.613,0.4572,67.7,53,78,1.0,0.9453,1.1578
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,9)",9,0.6035,0.5827,0.4189,66.2333,50,76,1.0,0.9413,1.0751
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,10)",10,0.6139,0.5844,0.4188,65.4,41,77,1.0,0.9347,1.0767
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,12)",12,0.5769,0.5431,0.3799,65.7667,50,77,1.0,0.9533,1.0301
